Name,Adipose_Subcutaneous,Adipose_Visceral_Omentum,Adrenal_Gland,Artery_Aorta,Artery_Coronary,Artery_Tibial,Bladder,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Breast_Mammary_Tissue,Cells_Cultured_fibroblasts,Cells_EBV-transformed_lymphocytes,Cervix_Ectocervix,Cervix_Endocervix,Colon_Sigmoid,Colon_Transverse,Colon_Transverse_Mixed_Cell,Colon_Transverse_Mucosa,Colon_Transverse_Muscularis,Esophagus_Gastroesophageal_Junction,Esophagus_Mucosa,Esophagus_Muscularis,Fallopian_Tube,Heart_Atrial_Appendage,Heart_Left_Ventricle,Kidney_Cortex,Kidney_Medulla,Liver,Liver_Hepatocyte,Liver_Mixed_Cell,Liver_Portal_Tract,Lung,Minor_Salivary_Gland,Muscle_Skeletal,Nerve_Tibial,Ovary,Pancreas,Pancreas_Acini,Pancreas_Islets,Pancreas_Mixed_Cell,Pituitary,Prostate,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Small_Intestine_Terminal_Ileum,Small_Intestine_Terminal_Ileum_Lymphoid_Aggregate,Small_Intestine_Terminal_Ileum_Mixed_Cell,Spleen,Stomach,Stomach_Mixed_Cell,Stomach_Mucosa,Stomach_Muscularis,Testis,Thyroid,Uterus,Vagina,Whole_Blood
HTR6,0.0932135,0.07205,0.029662,0.144707,0.103297,0.151821,0.092747,0.571449,1.76376,7.06306,0.053203,0.0690675,3.31572,2.97409,0.6283,0.913949,9.18958,6.18729,0.0597225,0.185036,0.095707,0.038648,0.482348,0.18571,0.321023,0.192465,0.111049,0.120865,0.0796045,0.248048,0.141581,0.087756,0.122922,0.121888,0.022621,0.013518,0.0233095,0.029222,0.0076475,0.014057,0.0,0.070214,0.0980735,0.046369,0.0121155,0.0841245,0.121445,0.013974,0.026419,0.031796,0.0240635,0.412772,0.211231,0.1459,0.150743,0.179486,0.806384,0.305353,0.208846,0.053814,0.079802,0.04373,0.143684,0.550508,0.0642475,0.165908,0.164917,0.136529
HTR1D,0.015062,0.022327,0.016925,0.0,0.017529,0.0,0.205365,0.467493,0.309224,4.02076,0.046861,0.069265,0.720528,0.590279,0.189638,0.553274,8.35228,3.21506,0.182976,0.162124,0.031639,0.018208,0.026309,0.027142,0.066402,0.094614,0.102575,0.086792,0.034067,0.05446,0.022709,0.012973,0.02615,0.117758,0.018498,0.0206155,0.0110435,0.062099,0.0,0.0,0.0,2.74505,0.262153,0.027701,0.0147625,0.401668,0.060595,0.0190165,0.0,0.063707,0.0398935,0.253082,0.156446,0.029779,0.023441,3.25554,0.206432,4.17732,0.035599,0.011436,0.0,0.0,0.0,0.617507,0.032886,0.046076,0.0154885,0.0
CNR2,0.0254205,0.038305,0.012707,0.0271895,0.0295095,0.008352,0.026943,0.003901,0.007098,0.005955,0.009603,0.011194,0.0060755,0.006691,0.00278,0.004816,0.005866,0.006143,0.0,0.005898,0.019716,0.0,14.8238,0.0300395,0.029492,0.009791,0.11022,0.248868,0.307855,0.030968,0.007633,0.0674945,0.007693,0.037863,0.011058,0.0051495,0.0282455,0.044649,0.0662745,0.034532,0.063033,1.16269,0.155511,0.021757,0.0046215,0.018247,0.013274,0.004242,0.0,0.013455,0.009872,0.022767,0.0421725,0.010105,0.014493,2.09178,43.9066,11.3573,18.3323,0.030356,0.047827,0.021753,0.0,0.262034,0.399815,0.022196,0.0242845,1.80151
PTAFR,5.41453,7.41602,3.09114,3.32941,4.98541,1.43033,4.63546,1.45045,0.896534,1.28475,0.626687,0.480053,0.775638,0.858349,1.29042,1.66963,1.15218,1.03203,3.69739,2.73883,3.80755,0.102287,17.5267,2.70855,2.09716,2.96034,4.06179,5.89038,3.92233,3.649,3.7007,7.30875,3.82806,3.45377,0.773633,0.702109,2.2608,1.51067,0.509158,0.867925,1.34362,11.1682,15.7902,3.58928,0.297525,3.07305,0.940926,0.957008,0.799708,0.875382,1.60013,0.916369,2.53801,3.49854,4.52205,7.34643,12.3639,10.3246,26.2138,2.39389,2.6361,1.55671,4.48793,2.37037,2.45017,1.92476,3.39663,68.1749
OPRD1,0.0483925,0.079741,0.038999,0.030956,0.035199,0.013834,0.040338,0.684221,1.49946,1.24492,0.089831,0.0975565,3.57378,3.27652,0.593414,0.449481,1.14065,1.34126,0.0907885,0.110448,0.0705025,0.0065485,0.043098,0.0492395,0.043302,0.390475,0.134542,0.103471,0.0361465,0.301857,0.053625,0.0207945,0.068015,0.026438,0.038244,0.020292,0.0575605,0.035344,0.057705,0.100189,0.056087,0.10844,0.110381,0.033377,0.068042,0.042651,0.047113,0.088251,0.065329,1.76754,0.103165,0.1864,0.089267,0.022873,0.024353,0.19948,0.638437,0.216019,0.17233,0.09741,0.118075,0.124345,0.0936955,0.359847,0.081902,0.030289,0.040741,0.101324
HCRTR1,0.427333,0.444102,0.062533,0.566741,0.345403,0.228409,0.095229,0.138993,0.207251,0.057801,0.1472,0.180611,0.435158,0.323869,0.151146,1.18147,0.070091,0.0590495,0.065635,0.165578,0.46087,0.0,0.038305,0.035136,0.05556,0.164713,0.088257,0.104021,0.083251,0.185645,0.476417,0.035468,0.688562,0.209468,0.11774,0.267839,0.077852,0.946131,0.0130465,0.0,0.0,0.143573,0.1149,0.042401,0.213399,0.107316,0.077756,0.0427425,0.025944,1.61186,0.067724,1.04821,0.0962575,0.077563,0.0780815,0.108632,0.120567,0.142844,0.05189,0.064813,0.098346,0.0383,0.32441,0.202263,1.45795,0.154522,0.0450965,0.017511
PTGFR,14.9464,3.02275,3.02721,1.76414,6.65354,9.61021,9.47138,0.45549,0.423657,0.18626,0.037727,0.0709285,0.262383,0.299114,0.752267,1.59219,0.296987,0.178922,0.212481,0.137586,8.48269,28.067,0.016048,6.55731,3.7964,2.31545,1.90637,0.957622,0.344557,2.33984,9.22832,0.650211,3.13491,11.722,0.984355,0.262114,1.51208,1.24039,0.595824,0.633631,0.650554,0.703258,2.24814,5.40105,0.975884,42.1875,3.99546,0.505898,0.27245,1.68347,0.463553,0.221634,1.80078,5.47489,7.36325,3.10247,4.74645,3.07419,0.364413,1.00782,1.07129,0.206988,2.3181,0.747577,1.20172,17.2521,6.32754,0.127749
LPAR3,0.035488,0.030853,0.895406,0.0550605,0.0602705,0.026291,2.0195,1.493,2.90458,0.598479,0.232023,0.268045,3.58588,3.42074,2.50543,0.230702,1.35113,0.937156,0.139639,0.034922,0.193284,1.23753,0.102847,3.47276,0.474363,0.028247,0.630717,0.862111,1.1246,0.061702,0.025281,9.82119,0.024548,2.38469,9.63539,3.10696,0.0267385,0.075536,0.019247,0.017325,0.0,0.0815445,2.26458,6.15146,0.009478,0.034803,2.02265,5.43034,4.32005,1.08492,4.66825,0.074914,14.9864,6.84033,6.16336,0.179278,0.37294,0.191285,0.251484,0.077266,0.044777,0.027351,0.010484,17.7603,0.0827895,0.053201,9.72776,0.06939
S1PR1,120.873,89.2507,11.6589,17.3102,35.0828,27.4002,22.4225,28.7457,27.6721,32.3698,16.2106,28.2891,27.1931,23.3764,17.4504,19.1209,32.8526,26.4111,12.9103,27.8556,89.9929,20.737,28.7218,12.8161,21.7382,18.7195,13.3786,7.56757,2.97828,6.96524,25.2266,7.39634,25.2077,24.462,24.6788,22.1901,7.72586,12.6513,4.37292,4.21859,6.36237,18.4388,94.761,14.7553,12.4965,47.1546,7.3601,3.682,1.9025,4.65388,3.7198,8.47495,13.6993,11.0019,17.0131,21.9645,25.0744,18.7693,46.9894,12.4382,9.46905,5.43928,9.97008,3.15766,46.1611,33.3357,17.7273,11.5542
ADORA3,4.31665,3.91085,8.96627,4.76652,4.7177,2.43178,5.64686,4.10733,2.20045,2.77801,1.13606,0.801046,1.47352,1.65102,3.92765,4.7198,2.49114,1.91368,17.4285,6.45872,2.70624,0.0,0.162079,2.46535,3.26762,3.92576,4.59547,9.47774,5.97636,5.35531,3.8141,1.30901,3.57013,3.9584,1.81674,0.742888,0.749956,0.457206,0.5191,0.705386,1.60567,12.0465,4.47042,2.88648,0.26618,9.57926,1.93984,0.800843,0.842885,1.41237,1.34697,2.60511,3.59743,0.825555,0.88751,7.75574,8.9861,9.44483,6.06539,1.9936,2.6169,1.574,3.31242,2.1194,1.93455,2.55637,1.95442,3.40414
ADORA1,2.33107,3.36949,0.219349,0.304728,0.974532,0.487083,0.893803,32.2534,28.041,30.3052,27.1248,27.8152,37.855,41.1961,29.1057,21.9685,29.6654,32.0867,47.9242,33.164,3.98759,0.321513,0.039106,0.706589,1.54719,0.463264,0.866499,0.758031,0.511122,0.357735,0.882496,0.83118,0.673818,1.49622,7.90976,3.7124,6.65495,3.0269,0.163025,0.089558,0.087973,2.16217,1.67838,3.87051,0.742251,0.729518,0.249245,6.65771,4.80333,2.24589,5.39761,1.69863,1.15267,2.94724,4.97558,1.01763,0.945857,0.884279,7.40978,0.732575,0.450458,0.352466,0.440947,36.7937,3.46815,1.01633,0.772112,0.058952
AVPR1B,0.0093905,0.008012,0.0,0.0,0.007953,0.0,0.030238,0.024361,0.061864,0.0104085,0.854667,1.02667,0.062818,0.059477,0.021993,0.065469,0.011008,0.009077,0.0163925,0.010617,0.0,0.0,0.025207,0.0371435,0.118714,0.215374,0.207295,0.23989,0.244932,0.099982,0.0161,0.008289,0.012973,0.06728,0.01209,0.0,0.153169,0.161941,0.0,0.0,0.0,1.31301,0.020135,0.015057,0.0,0.009376,0.009953,0.109332,0.044652,5.65365,0.170374,17.9602,0.0235465,0.023893,0.0182735,0.205599,0.123279,0.229822,0.025847,0.387471,0.807354,0.833226,0.002496,0.02766,0.142452,0.042096,0.0204925,0.0
TACR1,12.054,3.73159,0.291619,1.4658,3.2971,2.28098,3.89748,0.793021,1.19263,3.24123,0.013614,0.027944,0.899484,1.31519,0.508564,1.19536,2.10726,3.52581,0.162519,0.179388,8.64524,0.037124,0.235411,6.79927,8.84786,1.74123,0.94525,0.504128,0.044998,1.56535,2.52831,1.60461,1.9172,6.62765,0.092795,0.0328265,0.707057,0.871943,0.0260075,0.013068,0.028808,1.04168,0.890337,2.17075,0.1668,6.40581,0.738762,0.058061,0.013052,0.100586,0.0463435,0.192403,2.3334,3.35251,3.5907,1.01604,0.490942,0.537227,0.082392,0.369776,0.38025,0.035496,1.25714,0.146675,0.863994,7.25069,4.88873,0.011552
ADRA2B,10.5265,7.3572,2.63596,5.77433,3.511,5.23186,4.80236,0.770613,0.334593,1.87179,0.274143,0.428872,0.525991,0.420473,0.743412,0.435673,2.10705,1.54765,1.7958,0.517201,5.37765,0.0097945,0.180156,3.02345,3.94406,3.95136,2.94504,1.93744,1.0445,3.13286,6.55721,0.865532,7.58911,6.17327,1.80241,5.27589,3.54115,9.61262,4.46999,2.23015,2.54781,3.03643,1.07151,2.78881,5.06913,10.0148,2.69416,0.51512,0.443377,1.11149,0.680755,0.816219,2.65968,2.13568,3.03958,3.98673,2.35079,3.16146,14.1716,2.45059,2.27428,1.14077,5.2233,3.10052,3.0172,6.37063,2.60711,0.083297
GPR17,16.4436,9.07188,1.45,17.4678,15.7476,14.8331,11.2071,24.9693,14.7568,15.7969,5.00652,5.1822,13.6894,12.0236,20.4595,17.7609,14.456,11.2925,15.9601,17.0472,12.4617,0.100745,0.022942,5.87432,10.5624,28.806,10.0189,10.1081,2.0454,52.3895,20.308,2.54743,21.1984,12.9119,9.91806,9.13586,2.28194,6.55226,1.40797,0.744593,0.664503,5.00296,16.2221,2.97224,2.82912,31.1325,2.3562,0.747825,0.594014,0.872961,0.595657,1.23737,8.44983,2.91785,3.92285,4.68581,1.6711,3.8892,11.0638,4.25971,4.58858,0.64903,17.2101,2.06525,7.43531,22.6811,7.32216,0.226893
GPR39,0.18434,0.062277,0.0,0.353426,0.0803355,0.047107,1.2077,0.248212,0.220551,0.329691,0.095555,0.218571,0.178234,0.17673,0.26677,0.40747,0.593458,0.217611,0.167286,0.293775,0.596284,1.77797,0.0,1.11673,0.370491,0.154324,2.85684,5.60363,6.12999,0.491039,0.073337,0.779696,0.055129,0.388429,0.0,0.0,0.903008,1.83261,1.58278,1.62949,2.42559,2.9632,3.5358,0.42095,0.0,0.073411,0.022205,1.41772,1.07385,1.00588,1.21831,0.391782,0.535784,0.565463,0.566534,1.6893,0.117422,2.0108,0.0,3.64348,3.31379,3.80552,0.160215,4.62707,1.11765,0.068429,0.665615,0.0
CXCR4,25.3873,37.7532,65.7439,27.1297,29.2498,17.4902,32.0819,4.46437,3.39438,5.49644,2.02135,2.49214,3.43383,3.06046,5.33858,8.59071,3.73124,4.54689,52.7927,7.14632,22.2385,0.062482,32.5388,28.5638,29.6749,9.10172,19.376,22.4357,30.0607,8.01235,7.20169,11.3829,7.25825,35.1297,8.90706,2.42883,8.16294,9.74187,7.23345,1.61232,2.17575,174.347,105.51,19.3591,1.955,60.0331,8.41616,2.48676,1.96035,1.58855,2.78757,35.2562,25.5354,8.80656,6.86509,132.398,1192.13,423.543,363.963,18.4346,19.7504,14.2685,10.7744,4.48472,34.4367,15.8008,26.7876,562.914
CXCR2,0.665882,1.36001,0.168547,0.371629,0.400217,0.170565,1.41581,0.156137,0.120064,0.175211,0.103752,0.102905,0.135552,0.135374,0.147897,0.161236,0.143768,0.172312,0.246974,0.286943,0.404723,0.0,0.340237,5.81935,0.247881,0.118439,0.170566,0.757953,0.251352,0.642226,0.157876,24.6021,0.183691,0.472157,0.361028,0.334287,0.270309,0.211298,0.775822,0.208375,0.561297,2.2191,8.34187,0.780051,0.131113,0.218322,0.140529,0.074451,0.020824,0.0,0.03909,0.18555,0.63627,3.67389,3.02792,0.399176,0.324565,0.637513,42.5841,0.236587,0.397754,0.053816,0.556221,0.157158,0.342794,0.310583,10.0572,468.295
GPBAR1,11.0014,12.2793,1.15189,1.40596,3.68709,0.686074,4.80791,0.075586,0.091794,0.084739,0.128734,0.173371,0.12581,0.106619,0.094288,0.102766,0.097362,0.080495,0.116326,0.089827,5.9045,0.130511,0.224894,0.554002,0.738674,2.7713,2.42995,2.99306,1.25892,5.29672,2.01349,0.473337,1.45797,1.34611,2.03888,0.65862,0.46734,6.04383,0.556572,0.438662,0.600538,8.68233,2.25642,0.537228,0.21356,1.97071,1.93279,0.550323,0.355259,4.22034,1.0083,0.909633,1.11508,0.872977,0.880735,2.13036,1.40117,2.45957,6.68767,2.61491,4.12664,1.6888,14.3836,4.19553,1.78762,1.01733,0.594665,12.9035
GPR55,0.090248,0.138813,0.044345,0.048698,0.0858145,0.028856,0.447512,0.241088,0.476861,1.18008,0.006662,0.009588,0.867376,0.840917,0.218839,0.202994,1.65674,0.728793,0.106496,0.071416,0.109018,0.0274815,22.2514,0.317327,0.236513,0.090042,0.730009,1.20424,1.44275,0.246637,0.305089,0.414237,0.276928,0.175599,0.019829,0.0300455,0.042009,0.058928,0.040093,0.016534,0.020405,0.823694,0.361157,0.402319,0.0,0.148215,0.034544,0.0196535,0.0,0.0,0.0203485,0.617431,0.242696,0.281125,0.216204,3.04683,5.07456,3.06375,5.4753,0.300957,0.282909,0.274163,0.063452,8.49831,0.115669,0.071698,0.562114,1.26431
HTR2B,1.03269,1.0133,15.1669,3.66952,3.65334,1.769,2.26691,0.100685,0.097194,0.118828,0.140943,0.185843,0.111673,0.108109,0.140848,0.150099,0.088355,0.126514,0.153617,0.140768,0.95242,0.930037,0.563945,7.27798,20.6107,9.36716,3.07584,3.73171,0.180198,15.875,5.30953,0.246828,9.86895,4.24247,2.84553,0.229255,1.38899,4.21548,0.467057,0.144487,0.279952,2.99303,0.700567,0.567439,0.0550805,0.466738,1.18325,0.111374,0.08769,0.131251,0.139362,0.525378,0.448537,0.201837,0.168831,0.644841,0.430842,1.68737,0.464326,0.385586,3.4106,0.077276,16.5693,0.443491,5.10891,15.8069,1.16253,0.051015
NMUR1,6.0584,3.10378,1.2729,0.852486,1.6199,1.07838,2.347,0.141609,0.194633,0.16578,1.07388,1.45158,0.23856,0.21817,0.139614,0.141587,0.13818,0.155589,0.214663,0.14456,2.36438,0.0304785,0.098684,1.22978,1.52482,1.06799,1.52672,0.978692,1.13512,0.745096,4.62862,0.711074,4.14903,2.73087,0.66495,0.183349,1.02699,1.60043,0.5831,0.342354,0.434757,3.67602,5.2119,0.219055,0.073848,1.63332,0.345768,2.42551,2.81893,0.538822,1.97703,0.532946,2.70728,0.341547,0.605687,2.81769,0.957206,1.42022,6.95942,0.908962,0.816188,0.333393,1.35361,4.31562,1.90613,1.54203,0.871461,5.54493
OXTR,0.199308,0.306767,0.274302,1.3337,0.745316,0.441096,0.305811,1.5882,3.0737,2.76609,1.45063,1.40046,2.04513,2.02228,1.70279,4.65099,6.2343,2.48014,2.79702,6.36605,11.4394,2.27273,13.1821,0.492345,1.11322,0.375854,0.313459,0.150644,0.238954,0.209429,0.372569,0.845836,0.48824,0.936647,0.399565,0.216633,0.303626,0.692873,0.108581,0.044767,0.096733,0.701707,0.712742,0.340914,0.159379,0.807971,1.90039,0.0875455,0.082021,0.410384,0.0922185,0.558548,1.45061,0.234075,0.186778,0.351548,0.338066,0.356934,0.716728,0.186198,0.159966,0.04945,0.45699,0.725263,0.636468,0.868562,0.418619,0.096613
HRH1,7.96858,5.77207,0.628514,19.5495,8.55473,11.0815,5.61568,2.44598,4.76543,1.00177,0.087681,0.0999515,4.38643,5.25787,1.31885,1.79038,1.43269,0.742471,0.784209,0.569089,4.85854,13.2302,0.013915,6.14335,6.66614,5.42856,4.22519,4.84031,3.58194,5.52058,3.77556,2.84527,4.19298,7.2574,0.654313,0.39412,0.978051,1.2933,0.0644755,0.043908,0.078431,3.0972,5.79263,2.03967,0.474419,14.1225,4.87967,0.148291,0.082379,0.177699,0.144607,0.587662,2.38753,5.25791,5.87531,3.07248,1.00529,3.18729,0.927023,0.743092,0.739629,0.217429,1.7278,0.965466,2.19786,4.89971,8.20846,0.045952
VIPR1,21.7892,9.93995,2.00953,4.89189,11.6316,9.76032,10.8258,3.95991,9.36606,6.32163,33.0031,35.9402,18.8101,16.3824,2.67246,1.11774,14.7373,3.61212,0.864236,0.971557,24.0837,0.041072,0.118729,5.67058,2.49811,1.41683,24.6483,50.1112,73.7405,6.21654,2.47597,5.56541,2.08143,1.43413,3.77972,1.60231,1.65491,1.45468,14.1611,6.97048,8.7478,12.3614,183.346,27.9077,0.601627,3.73206,0.493676,1.14443,0.911747,12.6433,1.30457,2.29107,35.545,34.285,41.7035,25.7668,17.6462,31.3175,9.01545,5.49523,6.93765,7.86723,1.31256,3.02266,21.9192,1.42777,6.6643,6.72896
CCR5,1.03598,1.477,0.952758,1.04352,1.48813,0.462289,1.42245,0.257006,0.163142,0.248686,0.088617,0.067192,0.110747,0.139536,0.289875,0.411099,0.203555,0.180833,1.45288,0.67027,0.583974,0.0,0.144708,1.68912,1.57849,0.871584,1.597,2.16113,1.75698,0.700922,0.673597,1.03109,0.780445,1.37143,0.284008,0.155186,0.346716,0.378781,0.460455,0.388917,0.642217,22.6315,5.13836,1.5512,0.0681145,1.27902,0.505451,0.331223,0.247157,0.22191,0.416418,0.751823,1.56288,0.290432,0.277316,4.78785,10.593,4.79294,10.9421,1.48802,1.75293,1.48531,1.16404,0.174082,1.28828,0.979706,1.02659,4.55924
HTR1F,1.29572,0.685391,0.020582,0.077538,0.096184,0.124174,0.112676,0.14761,0.189267,0.134995,0.060357,0.086434,0.273135,0.298452,0.129924,0.126122,0.082393,0.125585,0.1024,0.175798,0.744524,0.309644,0.009372,0.376262,0.968237,0.099061,0.062052,0.0515555,0.015915,0.021353,0.125168,0.082738,0.127168,0.439753,0.107915,0.072278,0.0232225,0.484196,0.0,0.0,0.0,0.13105,0.476506,0.107235,0.154478,0.684076,0.242554,0.0871415,0.027354,1.95178,0.064269,0.70594,0.230918,0.140651,0.250014,0.074037,0.046751,0.0609665,0.291926,0.018903,0.0,0.0,0.0224895,0.332293,0.520411,0.675924,0.358391,0.028794
DRD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01463,0.03305,1.11987,0.0,0.0,0.029985,0.035098,0.009753,0.123699,5.51629,0.872349,0.0123075,0.016566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.129066,0.037233,0.054579,0.0,0.0,0.0,0.0,0.985581,0.0,0.0,0.0,0.0
AGTR1,72.7461,35.8469,34.0704,5.54968,9.21923,14.1523,20.0195,0.121737,0.091783,0.141963,0.195106,0.412448,0.123362,0.092741,0.142966,0.696234,0.134875,0.124942,0.188809,0.554851,41.1278,5.81259,0.012988,2.83784,3.4988,23.9226,7.93757,5.19492,0.29451,19.5079,11.3404,1.18157,9.17924,8.66984,5.96512,1.46002,5.35373,4.32337,28.698,29.4701,34.0562,17.5589,13.6997,3.78505,5.293,12.6007,2.82553,1.3802,0.942929,2.67834,1.66271,1.43625,4.8223,6.96868,15.1447,3.22232,0.828855,2.55277,6.14005,2.23451,3.65127,0.680534,15.898,2.34591,18.623,5.48839,5.06148,0.0385
P2RY14,8.05955,3.4383,0.243491,1.41589,2.58734,1.27977,11.3627,1.88461,2.24524,2.922,1.12552,1.10602,1.76604,2.42405,2.08403,1.70246,1.71475,3.49301,1.3147,2.62877,4.02592,0.0,0.042569,1.55364,1.5834,9.62678,10.3849,9.58364,5.43038,9.2379,6.77197,3.30519,5.17486,0.804748,1.15742,1.82427,0.326287,0.295747,0.054786,0.023188,0.028374,2.85126,7.19984,1.35826,1.60157,10.4677,0.570794,0.0960955,0.024709,0.680449,0.104675,1.36661,0.618168,1.9086,2.38246,10.2182,5.39824,7.14118,1.3635,8.51099,12.3517,3.18137,38.9507,0.361618,3.89184,1.63502,0.959043,0.865409
P2RY13,1.80771,2.20955,1.32089,1.00431,1.35792,0.570454,0.927247,2.52028,1.57066,1.96459,0.720375,0.42272,1.09179,1.41545,1.79745,2.30203,2.08916,1.53717,3.4665,3.43411,0.91108,0.0,0.030388,0.538806,0.809326,0.852387,1.47251,3.0066,2.41443,1.04667,0.665131,0.844554,0.669798,1.16723,0.313877,0.289277,0.274897,0.371051,0.554021,1.22673,1.76779,9.49479,5.91977,0.937356,0.125498,1.05239,0.339935,0.247844,0.19335,0.373094,0.309818,0.668308,1.02538,0.632779,0.572827,4.84231,9.44432,6.39071,73.3835,0.587693,0.658667,0.396974,0.981789,0.150903,0.622634,0.64006,0.547103,82.5745
